raw_tiff_path,raw_tiff_sha256,mpp_x,mpp_y,source,ome_mpp_x,ome_mpp_y,tiff_mpp_x,tiff_mpp_y,relative_anisotropy,dual_source_relative_delta,width,height,orientation,status
datasets/midogpp/raw/MIDOGpp/images/002.tiff,69ffbf39bfb9cec2d1961220904a90fa999c53aeed5e51f3b4fec5630d3ce793,0.22690727175272468,0.22690727175272468,tiff,,,0.22690727175272468,0.22690727175272468,0.0,,7215,5412,1,PASS
datasets/midogpp/raw/MIDOGpp/images/007.tiff,21d22bf0931bf1c0ee7830a9f01e0157ee70710e0ffcdf4ad214bb5a45f7b887,0.22690727175272468,0.22690727175272468,tiff,,,0.22690727175272468,0.22690727175272468,0.0,,7215,5412,1,PASS
datasets/midogpp/raw/MIDOGpp/images/008.tiff,3a01cf48ba4dbf3f2675390d71f0271b6de8f6f268afc6167720f074e748ff70,0.22686065932495555,0.22686065932495555,tiff,,,0.22686065932495555,0.22686065932495555,0.0,,7215,5412,1,PASS
datasets/midogpp/raw/MIDOGpp/images/010.tiff,cc617d1b0a1a0e34122cfe4e998e80f9f4de95a56ed7f9ad2d9385f148faa6f2,0.22632094805310524,0.22632094805310524,tiff,,,0.22632094805310524,0.22632094805310524,0.0,,7215,5412,1,PASS
datasets/midogpp/raw/MIDOGpp/images/011.tiff,5657e94a6b50c62d868c95c26172efbae765adcbefffcc8ca53a9db0f6e8922b,0.22632094805310524,0.22632094805310524,tiff,,,0.22632094805310524,0.22632094805310524,0.0,,7215,5412,1,PASS
datasets/midogpp/raw/MIDOGpp/images/013.tiff,24c83031543d04781da6939ab8288480acc77c64115357f6bbe770c83dcaeaa7,0.22632094805310524,0.22632094805310524,tiff,,,0.22632094805310524,0.22632094805310524,0.0,,7215,5412,1,PASS
datasets/midogpp/raw/MIDOGpp/images/015.tiff,6d3c835603ebf8b49ca7206d64b9422823a2494b9f4f1fd33bade075d44ad261,0.22632094805310524,0.22632094805310524,tiff,,,0.22632094805310524,0.22632094805310524,0.0,,7215,5412,1,PASS
datasets/midogpp/raw/MIDOGpp/images/023.tiff,8dc93e011b45f48157d4ef2bdca75a429f8a9b4e3d4b781a788453230bcb292b,0.22632094805310524,0.22632094805310524,tiff,,,0.22632094805310524,0.22632094805310524,0.0,,7215,5412,1,PASS
datasets/midogpp/raw/MIDOGpp/images/025.tiff,1a63a4b7390ae07db41d19cc3633b9d20da0dafad0f4e44a2fe698f714d53dad,0.22632094805310524,0.22632094805310524,tiff,,,0.22632094805310524,0.22632094805310524,0.0,,7215,5412,1,PASS
datasets/midogpp/raw/MIDOGpp/images/028.tiff,f1f10ba197c6bcd4c1b5d162e53e0487eeff5e9ecddbbe9f028ec5f041857879,0.22632094805310524,0.22632094805310524,tiff,,,0.22632094805310524,0.22632094805310524,0.0,,7215,5412,1,PASS
datasets/midogpp/raw/MIDOGpp/images/030.tiff,dd4d963e59fdfc6f676a84cdadc77f867439a39f5234f4f0c2cc5186881fdd39,0.22744367634943946,0.22744367634943946,tiff,,,0.22744367634943946,0.22744367634943946,0.0,,7215,5412,1,PASS
datasets/midogpp/raw/MIDOGpp/images/031.tiff,a0cc258043c24afcdc66b477a4767d12e31a39dd7c752f96899c2364dd7b72aa,0.22632094805310524,0.22632094805310524,tiff,,,0.22632094805310524,0.22632094805310524,0.0,,7215,5412,1,PASS
datasets/midogpp/raw/MIDOGpp/images/033.tiff,720bd9b3863a93e7a091c6283894f37c8b9bd91edcfd2c55d930a502e6287652,0.22744367634943946,0.22744367634943946,tiff,,,0.22744367634943946,0.22744367634943946,0.0,,7215,5412,1,PASS
datasets/midogpp/raw/MIDOGpp/images/034.tiff,cee4c6b26c1042c5b7694d010122052d4cad2d3913ec0e122a0b70feec9aa45e,0.22686065932495555,0.22686065932495555,tiff,,,0.22686065932495555,0.22686065932495555,0.0,,7215,5412,1,PASS
